method,lat,lon,wind_mph
gaussian,41.7079,-71.79144,10.2
gaussian,41.67666,-73.29341,12.7
gaussian,41.47657,-71.88133,21.6
gaussian,41.70107,-71.84164,9.4
gaussian,41.85882,-73.46666,21.7
gaussian,41.97873,-72.32529,19.9
gaussian,41.19312,-73.49182,8.2
gaussian,41.76201,-73.22498,15.6
gaussian,42.01713,-72.75418,14.4
gaussian,41.56931,-73.36082,10.5
gaussian,41.9899,-73.1484,10.7
gaussian,41.51918,-72.13128,11.6
gaussian,41.85816,-72.34586,18.7
gaussian,41.6069,-73.3066,9.2
gaussian,41.78777,-72.81591,19.1
gaussian,41.82156,-72.98784,18.1
gaussian,41.35279,-72.77397,10.4
gaussian,41.36554,-71.89782,15.7
gaussian,41.7229,-73.00979,18.2
gaussian,41.36746,-73.45544,9.1
gaussian,41.9333,-72.65832,19.4
gaussian,41.80345,-72.29811,11.5
gaussian,41.27734,-73.2693,13.0
gaussian,41.95763,-73.13675,11.3
gaussian,41.88601,-72.06553,16.5
gaussian,41.9589,-73.43862,13.4
gaussian,41.08416,-73.62869,7.3
gaussian,41.29127,-72.56433,12.0
gaussian,41.35223,-72.15857,8.1
gaussian,41.30304,-73.05141,14.7
gaussian,41.80426,-72.13323,11.3
gaussian,42.01125,-72.88829,13.6
gaussian,41.87432,-72.57508,18.6
gaussian,41.27472,-73.22175,13.0
gaussian,41.94098,-72.0851,16.8
gaussian,41.53217,-71.91086,17.9
gaussian,41.6649,-71.9262,7.0
gaussian,41.86712,-72.87581,18.9
gaussian,41.75947,-72.98932,22.8
gaussian,41.95298,-72.88115,16.8
gaussian,41.4177,-72.87231,8.6
gaussian,41.44934,-72.60604,9.9
gaussian,41.33611,-73.14269,14.8
gaussian,41.45584,-72.99347,12.0
gaussian,41.7018,-72.99212,20.2
gaussian,41.31621,-73.02832,12.9
gaussian,41.94547,-72.57348,17.7
gaussian,41.92747,-73.333,13.3
gaussian,41.88697,-72.96845,13.9
gaussian,42.01205,-73.15027,10.8
gaussian,41.74833,-72.52243,7.2
gaussian,41.83386,-72.16855,13.6
gaussian,41.51125,-73.19354,12.4
gaussian,41.97999,-72.91034,13.3
gaussian,41.92057,-72.1494,17.2
gaussian,41.81257,-72.39638,9.7
gaussian,41.40204,-73.06826,12.4
gaussian,41.76248,-73.17919,16.9
gaussian,41.55235,-72.40467,23.1
gaussian,41.40559,-72.55258,5.7
gaussian,41.67509,-73.1206,17.4
gaussian,41.8144,-73.01891,18.2
gaussian,41.93576,-72.7153,14.9
gaussian,41.58623,-73.07078,11.1
gaussian,41.40333,-72.86126,8.4
gaussian,41.50517,-71.935,20.7
gaussian,41.77375,-73.501,24.4
gaussian,41.78617,-72.98805,21.1
gaussian,41.5441,-72.23475,11.1
gaussian,41.91145,-72.37013,20.3
gaussian,41.61661,-72.44016,15.5
gaussian,41.74295,-72.67956,6.0
gaussian,41.88579,-71.97634,15.2
gaussian,41.94687,-72.46085,20.6
gaussian,41.69281,-73.34249,12.9
gaussian,41.17193,-73.28243,17.1
gaussian,41.89904,-73.40612,18.4
gaussian,41.37809,-73.29272,9.2
gaussian,41.7775,-73.17523,16.9
gaussian,41.94819,-72.20833,17.9
gaussian,41.77619,-71.89863,7.8
gaussian,41.95781,-73.25031,12.7
gaussian,41.62781,-72.43495,20.5
gaussian,41.31662,-73.07969,16.2
gaussian,41.62219,-72.34707,15.4
gaussian,41.91567,-72.57846,20.0
gaussian,41.48178,-72.68316,7.4
gaussian,42.02483,-73.06375,9.5
gaussian,41.34364,-72.51338,3.2
gaussian,41.81974,-71.95006,9.9
gaussian,41.8807,-72.09547,16.0
gaussian,41.44094,-71.87716,20.0
gaussian,41.85793,-72.15515,14.2
gaussian,41.9705,-72.93586,11.7
gaussian,41.53001,-72.38241,20.4
gaussian,41.45604,-72.39365,10.9
gaussian,41.52851,-73.45063,8.8
gaussian,41.71904,-73.32762,12.8
gaussian,41.96269,-72.41689,21.1
gaussian,41.53489,-72.2715,12.6
gaussian,42.022,-73.13676,10.8
gaussian,41.87729,-72.70427,18.9
gaussian,41.72593,-71.93909,7.6
gaussian,41.8262,-72.55345,12.2
gaussian,42.01454,-72.72573,15.1
gaussian,41.31631,-72.02154,8.9
gaussian,41.69107,-72.51353,6.3
gaussian,41.52435,-72.69087,6.5
gaussian,41.98195,-72.49493,18.6
gaussian,41.7184,-73.11061,16.5
gaussian,41.51998,-71.94694,18.8
gaussian,41.31868,-73.36937,10.1
gaussian,41.95749,-72.54692,18.2
gaussian,41.334,-72.17495,8.6
gaussian,41.71847,-72.48819,10.1
gaussian,41.92985,-72.85597,18.6
gaussian,41.8315,-73.02852,17.3
gaussian,41.93355,-72.56632,20.6
gaussian,41.77782,-73.04982,17.5
gaussian,41.84683,-72.19568,15.0
gaussian,41.77219,-73.22197,15.6
gaussian,41.67738,-73.40754,16.5
gaussian,41.88343,-72.44651,23.8
gaussian,41.52541,-72.84918,5.2
gaussian,41.3835,-72.23025,12.7
gaussian,41.32801,-72.85816,12.7
gaussian,41.27575,-72.73237,9.8
gaussian,41.85268,-73.39618,20.6
gaussian,41.46223,-72.01892,7.1
gaussian,41.97456,-73.21483,10.9
gaussian,41.35818,-72.07258,6.5
gaussian,41.69547,-73.39268,15.7
gaussian,41.87968,-72.00599,16.7
gaussian,41.86394,-73.09498,15.4
gaussian,41.13103,-73.30592,17.2
gaussian,41.90428,-73.31908,14.5
gaussian,42.00151,-73.3375,8.7
gaussian,41.45195,-72.24657,11.3
gaussian,41.91105,-72.58937,20.0
gaussian,41.73085,-71.89053,7.9
gaussian,41.43871,-72.24947,11.3
gaussian,42.00355,-72.30104,18.3
gaussian,41.99086,-72.95717,11.7
gaussian,41.89531,-72.13761,15.7
gaussian,41.03984,-73.65411,6.4
gaussian,41.83169,-73.09659,18.2
gaussian,41.6533,-73.08782,14.4
gaussian,41.47483,-72.18229,12.9
gaussian,41.91103,-72.0186,17.0
gaussian,41.38079,-72.92895,10.5
gaussian,41.31009,-72.34452,5.8
gaussian,41.77733,-72.33841,6.3
gaussian,41.79946,-72.89385,24.6
gaussian,41.87991,-72.57788,21.6
gaussian,41.48751,-72.59559,8.3
gaussian,41.83654,-73.29918,12.3
gaussian,41.87306,-72.49486,23.0
gaussian,41.99907,-72.67498,15.6
gaussian,42.04419,-73.43031,12.7
gaussian,41.90306,-73.40144,18.4
gaussian,41.50638,-72.68072,7.0
gaussian,41.64001,-73.31178,10.9
gaussian,41.48003,-72.41546,10.4
gaussian,41.59292,-73.34813,10.0
gaussian,41.3481,-71.89091,14.7
gaussian,41.87219,-73.46415,21.7
gaussian,41.34323,-71.85855,13.1
gaussian,41.90315,-72.59303,21.6
gaussian,41.6214,-73.10122,11.6
gaussian,41.66346,-73.08176,14.4
gaussian,42.0122,-73.01597,10.3
gaussian,41.86582,-73.42586,20.8
gaussian,41.21837,-73.38489,13.7
gaussian,41.9212,-72.63224,19.8
gaussian,41.76859,-72.92331,27.3
gaussian,41.89382,-72.22633,16.5
gaussian,41.70079,-72.93241,20.4
gaussian,41.75204,-72.93476,24.1
gaussian,41.89371,-72.80337,19.2
gaussian,41.76743,-72.21661,9.1
gaussian,41.3447,-73.07762,14.7
gaussian,41.88257,-72.47864,24.0
gaussian,41.54468,-72.53042,14.2
gaussian,41.42216,-72.12169,6.8
gaussian,41.75087,-72.32461,6.1
gaussian,41.49696,-72.12878,11.4
gaussian,41.93068,-73.30384,13.3
gaussian,41.88913,-72.58903,21.6
gaussian,42.01997,-72.89626,13.6
gaussian,41.30045,-72.70344,9.8
gaussian,41.87274,-72.81821,19.6
gaussian,41.52214,-72.61382,4.8
gaussian,41.93747,-72.37008,20.8
gaussian,41.20631,-73.38471,13.5
gaussian,41.5518,-72.29333,12.2
gaussian,41.60261,-71.90272,8.5
gaussian,41.86694,-73.1775,12.3
gaussian,41.37213,-72.93656,10.3
gaussian,41.89872,-73.43424,18.3
gaussian,41.28995,-73.02881,13.8
gaussian,41.7418,-73.28783,12.9
gaussian,41.95282,-73.00437,9.9
gaussian,41.78404,-72.73956,5.0
gaussian,41.83288,-73.48063,22.7
gaussian,41.86814,-72.38335,20.4
gaussian,41.50021,-71.89074,21.5
gaussian,41.61961,-73.00957,13.4
gaussian,41.75998,-73.32714,12.7
gaussian,41.56547,-72.22674,8.9
gaussian,41.53147,-73.35138,11.2
gaussian,42.01993,-72.16263,18.3
gaussian,41.02565,-73.53252,9.0
gaussian,41.50189,-73.39733,11.0
gaussian,41.36329,-71.96638,13.2
gaussian,41.62694,-72.92054,13.9
gaussian,41.96221,-72.61863,17.8
gaussian,41.80372,-72.92925,25.0
gaussian,41.97108,-72.3203,19.9
gaussian,41.28388,-72.7681,11.2
gaussian,42.01501,-72.06771,16.1
gaussian,41.93277,-72.47853,22.0
gaussian,41.95628,-72.41122,21.1
gaussian,41.65253,-72.81903,3.1
gaussian,41.32379,-73.48932,9.6
gaussian,41.85409,-72.70084,17.7
gaussian,41.27894,-72.30616,8.7
gaussian,41.99693,-71.87605,13.8
gaussian,41.35702,-72.4995,2.0
gaussian,41.68104,-73.0672,15.4
gaussian,41.65651,-72.52318,6.6
gaussian,41.36097,-73.01236,11.9
gaussian,41.33871,-72.28266,6.0
gaussian,41.64436,-73.37625,13.7
gaussian,41.51992,-72.42377,21.0
gaussian,41.75014,-73.45411,17.4
gaussian,41.77211,-73.43685,17.4
gaussian,41.85248,-72.51968,22.0
gaussian,41.79867,-73.37679,15.4
gaussian,41.6562,-71.97698,6.6
gaussian,41.72673,-72.6758,6.0
gaussian,41.83011,-72.84567,20.5
gaussian,41.47919,-72.55189,11.3
gaussian,41.87156,-72.47029,22.4
gaussian,41.8327,-72.8557,20.5
gaussian,41.8007,-71.85469,8.5
gaussian,41.46173,-72.11018,10.8
gaussian,41.48555,-71.91326,21.5
gaussian,41.82379,-73.03496,17.3
gaussian,41.2181,-73.0275,12.7
gaussian,41.54076,-72.37291,20.4
gaussian,41.57574,-73.1088,10.8
gaussian,41.32972,-72.1302,7.9
gaussian,41.7963,-72.92398,25.0
gaussian,42.00872,-72.06916,16.1
gaussian,41.97058,-72.64151,15.6
gaussian,41.26291,-72.97754,12.8
gaussian,41.69887,-71.89471,8.1
gaussian,41.52753,-71.97364,18.8
gaussian,42.01687,-72.18013,18.6
gaussian,41.78622,-72.16432,12.2
gaussian,41.89004,-71.93332,13.7
gaussian,41.15515,-73.33658,14.9
gaussian,41.73226,-72.36482,6.4
gaussian,41.43841,-72.16684,11.2
gaussian,41.57748,-72.62381,3.9
gaussian,41.68922,-72.96277,18.9
gaussian,41.83354,-73.07981,18.6
gaussian,41.60037,-72.52101,8.7
gaussian,41.92609,-72.67265,18.2
gaussian,41.5535,-72.43163,20.0
gaussian,41.48459,-73.26371,10.5
gaussian,41.67225,-72.57944,6.2
gaussian,41.93964,-72.49565,20.0
gaussian,42.0018,-72.44858,18.3
gaussian,41.31404,-72.84001,12.7
gaussian,41.39083,-73.19046,12.9
gaussian,41.29849,-73.51009,10.5
gaussian,41.3478,-72.46699,2.4
gaussian,41.95258,-72.35555,20.8
gaussian,41.85836,-72.96324,17.3
gaussian,41.89244,-72.46081,23.8
gaussian,41.89003,-73.0378,13.6
gaussian,41.53317,-72.47819,16.6
gaussian,41.59326,-72.05104,12.7
gaussian,41.55367,-73.35577,10.6
gaussian,41.7057,-72.71772,7.1
gaussian,41.28177,-73.22868,13.1
gaussian,41.70646,-72.59045,6.6
gaussian,41.65609,-73.24095,11.2
gaussian,41.7791,-73.48562,20.5
gaussian,41.98361,-72.76246,14.4
gaussian,41.97224,-72.25339,18.5
gaussian,41.60829,-73.3305,10.3
gaussian,41.30007,-72.61635,12.7
gaussian,42.00991,-72.43569,18.8
gaussian,41.38742,-73.20316,11.9
gaussian,41.98523,-73.22482,10.9
gaussian,41.31422,-72.74081,9.9
gaussian,41.65382,-72.99532,17.5
gaussian,41.4865,-72.55905,10.9
gaussian,41.45925,-72.2867,10.9
gaussian,41.69633,-73.03089,15.5
gaussian,41.70668,-72.52262,6.7
gaussian,41.88108,-72.52107,23.6
gaussian,41.72147,-71.98399,8.7
gaussian,41.99963,-72.84277,13.2
gaussian,41.82111,-72.89994,21.3
gaussian,41.72975,-73.13094,16.6
gaussian,41.91969,-72.38534,21.4
gaussian,41.9858,-71.81982,13.9
gaussian,41.41342,-72.78782,8.0
gaussian,41.97887,-72.50379,18.6
gaussian,41.95991,-72.12616,17.5
gaussian,41.7591,-72.83265,20.4
gaussian,41.74588,-73.51171,22.6
gaussian,41.65486,-71.89609,7.7
gaussian,41.84853,-72.57485,18.6
gaussian,41.75917,-72.83723,20.4
gaussian,41.72633,-72.04905,9.9
gaussian,41.93737,-72.0509,16.7
gaussian,41.96367,-72.18925,17.9
gaussian,42.03852,-73.25753,10.0
gaussian,41.61181,-72.86107,4.9
gaussian,41.84812,-73.10811,15.4
gaussian,41.2845,-73.05183,14.7
gaussian,42.0318,-73.47093,18.0
gaussian,41.7067,-73.37172,13.9
gaussian,41.55056,-72.71238,3.7
gaussian,41.82189,-72.01413,11.2
gaussian,41.60639,-72.34419,15.4
gaussian,41.7402,-72.3707,6.4
gaussian,41.70885,-72.78565,4.7
gaussian,41.86077,-72.28978,16.3
gaussian,41.66109,-72.99843,14.9
gaussian,41.23556,-73.18083,10.5
gaussian,41.96703,-72.79464,14.3
gaussian,41.93595,-72.88556,16.8
gaussian,41.58699,-72.49559,9.9
gaussian,41.8275,-73.2404,12.4
gaussian,41.84342,-72.81543,20.0
gaussian,41.79764,-71.95199,8.2
gaussian,41.87099,-72.26442,16.0
gaussian,41.33166,-72.21746,10.6
gaussian,41.80035,-73.28295,11.5
gaussian,41.92005,-72.45362,22.1
gaussian,41.8692,-73.40992,20.6
gaussian,41.39411,-72.12083,5.7
gaussian,41.4347,-71.86349,20.0
gaussian,41.82912,-73.32502,14.4
gaussian,41.92361,-72.50594,21.6
gaussian,41.73756,-72.68924,6.0
gaussian,41.64057,-73.41152,16.2
gaussian,41.36894,-73.11457,13.6
gaussian,41.28774,-72.21687,8.8
gaussian,41.50063,-71.85837,18.1
gaussian,41.87172,-73.07629,16.1
gaussian,41.37185,-72.92403,10.5
gaussian,41.62367,-72.13551,9.2
gaussian,41.99987,-72.74891,14.4
gaussian,41.92492,-73.00648,11.7
gaussian,41.96034,-72.1439,18.3
gaussian,41.77774,-72.98777,22.8
gaussian,41.89104,-72.76049,19.1
gaussian,41.71967,-73.39404,15.7
gaussian,41.59918,-72.31126,12.9
gaussian,41.89218,-72.91453,18.9
gaussian,41.74731,-72.87021,21.3
gaussian,41.52785,-72.47395,16.6
gaussian,41.81166,-72.93653,23.7
gaussian,42.01414,-72.84696,13.2
gaussian,41.26279,-72.39016,11.7
gaussian,41.5957,-73.19686,10.4
gaussian,41.76422,-72.18725,9.0
gaussian,41.98396,-73.16727,11.2
gaussian,41.58438,-72.13285,10.8
gaussian,41.42129,-73.04847,12.0
gaussian,41.36846,-72.65261,6.2
gaussian,41.67811,-73.45579,18.6
gaussian,41.53181,-71.87098,13.4
gaussian,41.23585,-73.2402,13.0
gaussian,41.46238,-73.0653,12.6
gaussian,41.99517,-72.90002,12.9
gaussian,41.63039,-73.07227,12.3
gaussian,41.60504,-72.77715,3.7
gaussian,41.43293,-72.68634,7.1
gaussian,41.59528,-72.88046,6.9
gaussian,41.72705,-72.77512,6.0
gaussian,41.39727,-73.4631,9.5
gaussian,41.77361,-72.96752,22.8
gaussian,41.92086,-72.33966,19.2
gaussian,41.63728,-73.15193,14.7
gaussian,41.39775,-72.65721,6.9
gaussian,41.52218,-71.79945,9.2
gaussian,41.99631,-72.97742,10.9
gaussian,41.76685,-72.6149,2.0
gaussian,41.92427,-72.56574,20.6
gaussian,41.96208,-72.59669,17.7
gaussian,41.73582,-72.61401,3.6
gaussian,41.84049,-72.97413,18.1
gaussian,41.57684,-71.81137,8.3
gaussian,41.57037,-73.28205,10.1
gaussian,41.66594,-73.12787,18.4
gaussian,41.59804,-72.47518,9.9
gaussian,41.74457,-72.67132,6.0
gaussian,42.00104,-72.00192,14.2
gaussian,41.88114,-72.06345,16.5
gaussian,41.96437,-72.12506,17.5
gaussian,41.4701,-72.37546,10.9
gaussian,41.53751,-72.69216,6.5
gaussian,41.99917,-72.72637,15.1
gaussian,41.59161,-73.0031,12.6
gaussian,41.74111,-72.65664,4.6
gaussian,41.18894,-73.35211,14.6
gaussian,41.94914,-72.23146,17.9
gaussian,41.89515,-72.56905,22.4
gaussian,41.88411,-72.44142,23.8
gaussian,41.3327,-72.32539,4.7
gaussian,41.35862,-72.7709,10.4
gaussian,41.62902,-73.13308,11.5
gaussian,41.93931,-72.59276,17.7
gaussian,41.26284,-72.7168,10.9
gaussian,41.26192,-72.99246,12.8
gaussian,41.86496,-71.79649,11.4
gaussian,41.90473,-72.49041,24.0
gaussian,41.70662,-73.13173,18.1
gaussian,41.67335,-72.90193,15.3
gaussian,41.37379,-72.86935,10.7
gaussian,41.39512,-73.53978,5.3
gaussian,41.35191,-72.48341,2.0
gaussian,41.45531,-72.69661,7.4
gaussian,41.95168,-73.3624,12.2
gaussian,41.76157,-73.05992,17.5
gaussian,41.81329,-73.47686,22.7
gaussian,42.02038,-71.98059,14.2
gaussian,41.54108,-72.54228,9.3
gaussian,41.66602,-72.31048,8.5
gaussian,41.92272,-73.05571,10.6
gaussian,41.80128,-72.93005,25.0
gaussian,41.49969,-73.122,12.2
gaussian,41.41721,-73.2043,11.4
gaussian,41.55747,-72.41395,20.0
gaussian,41.54201,-72.97549,10.7
gaussian,41.31653,-72.59316,9.8
gaussian,41.52295,-72.97425,10.7
gaussian,41.45902,-73.33989,10.8
gaussian,41.92098,-72.57222,20.0
gaussian,41.36982,-73.16439,12.9
gaussian,41.723,-73.17418,17.1
gaussian,41.89206,-73.00298,14.1
gaussian,41.50172,-72.18862,12.3
gaussian,41.41813,-73.378,11.3
gaussian,41.8037,-73.30578,11.7
gaussian,41.60703,-73.52053,8.8
gaussian,41.68177,-72.45205,15.5
gaussian,41.29713,-72.78205,11.2
gaussian,42.0282,-73.40392,9.6
gaussian,41.44813,-73.20896,10.8
gaussian,41.88329,-72.88191,19.1
gaussian,42.02373,-72.0225,14.9
gaussian,41.51904,-73.38113,11.4
gaussian,42.0261,-73.20462,10.7
gaussian,41.52247,-71.83999,10.4
gaussian,41.68262,-73.10496,17.4
gaussian,41.66892,-73.11948,17.4
gaussian,41.52358,-71.92998,20.1
gaussian,41.46927,-71.86211,21.6
gaussian,41.38952,-72.79329,9.6
gaussian,41.92974,-73.31444,13.3
gaussian,41.48395,-71.92338,19.0
gaussian,41.59591,-72.29757,9.7
gaussian,41.59052,-72.60506,3.9
gaussian,41.82675,-73.50123,25.2
gaussian,41.34621,-71.85293,13.1
gaussian,41.90818,-72.47102,22.1
gaussian,41.3604,-72.81538,10.9
gaussian,41.79155,-72.0501,9.8
gaussian,41.95319,-72.71158,14.9
gaussian,41.49559,-73.05969,13.6
gaussian,41.50766,-73.23493,11.9
gaussian,41.88969,-71.90734,12.7
gaussian,41.84087,-72.92611,21.3
gaussian,41.38834,-73.46446,8.9
gaussian,41.3821,-71.88698,15.7
gaussian,41.98771,-72.53045,17.6
gaussian,41.9459,-73.42133,13.6
gaussian,41.73458,-73.51047,22.6
gaussian,41.88167,-72.41458,22.8
gaussian,41.58459,-72.22743,7.1
gaussian,41.12337,-73.67192,7.0
gaussian,41.49846,-73.03513,13.6
gaussian,41.42669,-72.62253,9.9
gaussian,41.88528,-72.12044,15.7
gaussian,41.3646,-71.9329,14.7
gaussian,41.589,-72.01924,13.2
gaussian,42.013,-72.29503,18.3
gaussian,41.49161,-73.41362,11.0
gaussian,41.79176,-72.58314,5.2
gaussian,41.83873,-72.44899,15.9
gaussian,41.96567,-72.90801,13.3
gaussian,42.01414,-72.854,13.2
gaussian,41.99407,-72.34214,20.7
gaussian,41.77126,-73.19777,15.6
gaussian,42.00271,-72.59698,15.9
gaussian,41.26494,-72.99211,12.8
gaussian,41.15688,-73.3447,14.9
gaussian,41.84709,-72.58142,18.6
gaussian,41.80055,-73.47503,22.7
gaussian,41.58181,-72.4057,19.8
gaussian,41.83291,-72.78304,19.2
gaussian,41.90563,-72.51426,21.6
gaussian,42.03039,-73.48233,18.0
gaussian,41.81691,-72.81343,20.0
gaussian,41.86743,-73.01468,15.7
gaussian,41.83884,-73.49723,25.2
gaussian,41.65578,-72.62285,4.3
gaussian,41.65763,-72.3257,9.8
gaussian,41.4507,-73.11495,11.9
gaussian,41.7873,-72.84086,22.2
gaussian,41.57336,-73.00634,11.6
gaussian,41.12701,-73.57757,9.5
gaussian,41.98201,-72.41496,20.5
gaussian,41.77671,-73.14455,16.6
gaussian,41.80191,-72.94416,23.7
gaussian,41.86002,-71.97117,12.5
gaussian,41.4568,-71.90586,21.6
gaussian,41.57827,-72.959,12.7
gaussian,42.04191,-73.48408,18.0
gaussian,41.47837,-73.095,11.9
gaussian,41.60167,-73.39728,11.1
gaussian,41.99005,-73.06427,9.1
gaussian,41.48072,-72.54674,11.3
gaussian,41.3428,-72.87275,12.4
gaussian,41.36748,-72.66138,6.2
gaussian,41.37595,-71.93957,15.3
gaussian,41.43971,-72.89104,6.8
gaussian,41.10145,-73.50251,9.3
gaussian,41.19222,-73.33837,14.6
gaussian,41.82602,-72.85999,20.5
gaussian,41.87224,-72.62403,17.3
gaussian,41.86231,-72.67475,16.8
gaussian,41.67206,-72.02662,7.5
gaussian,41.69177,-73.01544,17.0
gaussian,41.91519,-72.83406,18.6
gaussian,41.79771,-71.98971,9.0
gaussian,41.89726,-72.99924,14.1
gaussian,41.96095,-72.14267,17.5
gaussian,41.73086,-72.18368,6.3
gaussian,41.99878,-72.91642,12.9
gaussian,41.74702,-72.84954,12.7
gaussian,41.90752,-72.20744,16.7
gaussian,41.79796,-72.84725,22.2
gaussian,42.00825,-73.1321,10.8
gaussian,41.79941,-73.20289,14.9
gaussian,41.41994,-72.71549,7.1
gaussian,41.80461,-73.31621,11.7
gaussian,41.42972,-71.83146,19.3
gaussian,41.93215,-72.34553,20.3
gaussian,41.92358,-72.85319,18.6
gaussian,41.69329,-72.46225,15.5
gaussian,41.64774,-73.43719,15.9
gaussian,41.94203,-73.31903,11.9
gaussian,41.32546,-72.38043,7.1
gaussian,41.82355,-72.11501,12.3
gaussian,41.43776,-73.24198,10.5
gaussian,41.33376,-72.69777,9.1
gaussian,41.93904,-72.34061,20.8
gaussian,41.33334,-72.12696,7.9
gaussian,41.52245,-73.28467,11.5
gaussian,41.64964,-72.02109,6.4
gaussian,41.45767,-73.32108,10.5
gaussian,41.92583,-72.57712,20.0
gaussian,42.00822,-71.90204,14.8
gaussian,41.20132,-73.41728,12.3
gaussian,41.94582,-72.13848,17.5
gaussian,41.6107,-72.42451,20.5
gaussian,41.79831,-72.62223,2.6
gaussian,41.68941,-73.47323,18.6
gaussian,41.6274,-72.30964,10.9
gaussian,41.65895,-73.35826,13.7
gaussian,41.8811,-71.82758,12.0
gaussian,41.58488,-73.08357,11.1
gaussian,41.8285,-72.21733,15.1
gaussian,41.66558,-72.36996,12.0
gaussian,41.64281,-72.91945,15.3
gaussian,41.34353,-72.57828,6.3
gaussian,41.50111,-72.51813,14.0
gaussian,42.04139,-73.13971,11.5
gaussian,41.5885,-72.43104,19.8
gaussian,41.34863,-73.12619,15.4
gaussian,41.74583,-71.79615,10.4
gaussian,41.80751,-73.3336,13.2
gaussian,41.51364,-72.28602,12.2
gaussian,41.97781,-73.38221,10.2
gaussian,41.12885,-73.36158,13.7
gaussian,41.67111,-73.02887,17.0
gaussian,42.00251,-72.16913,18.3
gaussian,41.78597,-73.04877,17.3
gaussian,41.72973,-73.09034,14.9
gaussian,42.0127,-72.43368,18.8
gaussian,41.6046,-73.3328,10.0
gaussian,41.8797,-73.25101,13.7
exponential,41.46362,-73.32884,10.8
exponential,41.15132,-73.32425,16.0
exponential,41.71076,-73.10851,16.5
exponential,42.00242,-72.20657,18.6
exponential,41.78524,-72.19323,13.0
exponential,41.87876,-73.46743,19.3
exponential,41.38866,-73.07189,13.3
exponential,41.92454,-72.99841,11.7
exponential,41.79051,-72.86388,22.2
exponential,41.81264,-72.92751,25.0
exponential,41.73476,-73.36679,13.3
exponential,41.8136,-73.37846,15.4
exponential,41.80473,-72.23711,13.3
exponential,41.54241,-72.85589,5.2
exponential,41.27744,-72.72163,9.8
exponential,41.93559,-72.58089,17.7
exponential,41.92363,-72.29473,18.4
exponential,41.16594,-73.31288,16.4
exponential,41.51279,-72.16541,12.8
exponential,41.85801,-72.74118,19.3
exponential,41.30754,-73.12464,17.3
exponential,41.86077,-73.45674,21.7
exponential,41.66399,-72.87421,9.6
exponential,41.35465,-72.78706,10.4
exponential,41.46741,-73.26526,10.5
exponential,41.89486,-71.99286,16.7
exponential,41.20072,-73.0872,9.5
exponential,41.337,-73.20619,11.7
exponential,41.89354,-72.93339,16.4
exponential,41.69005,-73.46474,18.6
exponential,41.19632,-73.45179,11.1
exponential,41.92002,-72.45572,22.1
exponential,41.74388,-73.04029,16.2
exponential,41.22862,-73.33356,14.8
exponential,41.7491,-72.88335,21.3
exponential,41.93028,-71.93262,14.7
exponential,41.96173,-73.16779,12.2
exponential,41.68581,-71.88893,8.1
exponential,41.38599,-72.4447,3.0
exponential,41.44951,-72.91896,9.8
exponential,41.80202,-72.33476,10.6
exponential,41.44825,-72.9752,11.5
exponential,41.78183,-72.21308,9.1
exponential,41.97834,-72.71526,14.4
exponential,41.90506,-72.10947,16.3
exponential,41.72243,-72.07857,7.5
exponential,41.5167,-73.00172,11.8
exponential,41.37538,-72.12163,5.7
exponential,41.5145,-71.94485,20.7
exponential,41.88178,-73.03809,13.6
exponential,41.41601,-71.86066,17.0
exponential,41.86797,-73.05577,16.4
exponential,41.91671,-72.08404,16.3
exponential,41.74329,-72.89805,24.0
exponential,41.95719,-72.08939,16.8
exponential,41.74912,-71.91941,7.6
exponential,41.53602,-72.14787,11.6
exponential,41.90808,-71.86056,13.6
exponential,41.85514,-72.72656,17.7
exponential,41.6495,-72.21568,5.3
exponential,41.79519,-72.41714,9.7
exponential,41.42712,-73.2813,10.1
exponential,41.75932,-73.14904,16.6
exponential,41.48905,-72.5363,14.0
exponential,41.42808,-72.73482,6.0
exponential,41.81212,-72.35215,10.1
exponential,41.5597,-72.01525,13.8
exponential,41.86113,-72.22574,15.7
exponential,41.99427,-72.64809,15.6
exponential,41.34075,-72.85104,11.6
exponential,41.92351,-72.69078,18.2
exponential,41.94342,-73.41903,13.6
exponential,41.76111,-73.01614,19.7
exponential,41.51025,-71.88134,21.5
exponential,41.81116,-72.58965,5.2
exponential,41.31523,-73.16245,14.3
exponential,41.26058,-73.47137,11.2
exponential,41.83918,-73.37045,17.3
exponential,41.75551,-72.99111,22.8
exponential,41.97828,-72.2067,18.4
exponential,41.78766,-72.90481,25.0
exponential,41.58154,-71.93668,10.0
exponential,41.61455,-72.72473,3.9
exponential,41.48972,-72.24129,12.4
exponential,41.7461,-72.2566,6.7
exponential,41.97952,-72.84179,14.8
exponential,41.73791,-73.28924,12.9
exponential,42.02563,-73.27663,9.6
exponential,41.64102,-73.20918,12.2
exponential,41.7654,-72.47884,9.3
exponential,41.1673,-73.31271,16.4
exponential,41.91861,-72.83269,18.6
exponential,41.50967,-73.21731,12.4
exponential,41.94626,-72.18185,17.9
exponential,41.78626,-73.35547,13.2
exponential,41.97916,-72.98971,10.3
exponential,41.55602,-72.39227,23.1
exponential,41.9469,-72.36952,20.8
exponential,41.68331,-72.31004,8.5
exponential,41.55514,-72.34131,19.4
exponential,41.73217,-72.77098,6.0
exponential,41.97643,-72.14984,18.0
exponential,41.36209,-71.92272,14.7
exponential,41.54495,-72.28076,13.7
